Aboraz Beach (7267,7766) (7213,7819) (7213,7765) (7320,7820) (7321,7725) (7159,7835) (7159,7781) (7159,7727) (7374,7779) (7375,7698) (7133,7899) (7105,7845) (7105,7791) (7105,7737) (7428,7752) (7429,7675) (7051,7820) (7482,7729) (7536,7711) | overflowToLeft=false
Stormy 2 Sea Zone (5550,4272) (5496,4287) (5496,4233) (5603,4326) (5550,4218) (5604,4266) (5549,4341) (5456,4179) (5442,4238) (5657,4334) (5603,4380) (5665,4388) (5402,4184) | overflowToLeft=false
Stormy 3 Sea Zone (5708,4677) (5654,4730) (5654,4676) (5761,4731) (5708,4623) (5762,4623) (5762,4677) (5652,4622) (5707,4784) (5653,4784) (5706,4569) (5643,4568) (5744,4838) (5690,4838) (5697,4515) (5631,4514) (5724,4892) | overflowToLeft=false
Stormy 4 Sea Zone (5537,5076) (5483,5129) (5483,5075) (5559,5130) (5537,5022) (5591,5022) (5591,5076) (5499,5183) (5445,5183) (5429,5129) (5562,4968) (5616,4968) (5645,5022) (5423,5237) (5594,4914) | overflowToLeft=false
Stormy 5 Sea Zone (5145,5293) (5091,5346) (5091,5292) (5185,5347) (5161,5239) (5199,5293) (5215,5223) (5037,5380) (5037,5326) (5037,5272) (5253,5277) (5269,5202) (4983,5387) (4983,5333) (5307,5256) (5323,5176) (4929,5391) | overflowToLeft=false
Stormy 6 Sea Zone (4645,5291) (4591,5339) (4591,5285) (4698,5345) (4699,5254) (4584,5231) (4537,5319) (4752,5308) (4752,5362) (4530,5265) (4806,5268) (4806,5322) (4476,5292) (4476,5238) (4860,5270) (4422,5264) | overflowToLeft=false
Stormy 7 Sea Zone (4249,5061) (4195,5081) (4195,5027) (4302,5115) (4249,5007) (4303,5048) (4248,5135) (4160,4973) (4356,5102) (4356,5156) (4302,5169) (4214,4953) (4106,4954) (4410,5136) | overflowToLeft=false
Stormy 8 Sea Zone (4096,4653) (4042,4706) (4042,4652) (4149,4707) (4096,4599) (4150,4599) (4150,4653) (4040,4598) (4095,4760) (4041,4760) (4156,4761) (4094,4545) (4102,4814) (4167,4815) (4063,4491) (4185,4869) (4131,4869) (4085,4437) | overflowToLeft=false
Stormy 9 Sea Zone (4289,4239) (4235,4292) (4235,4238) (4298,4293) (4289,4185) (4343,4185) (4343,4239) (4244,4346) (4190,4346) (4181,4292) (4347,4131) (4397,4185) (4401,4127) (4218,4400) (4164,4400) (4190,4454) | overflowToLeft=false
Strahnbrad (7138,2539) (7177,2600) (7238,2604) (7073,2481) (7075,2542) (6998,2468) (7013,2527) (6955,2558) (7199,2539) (7299,2620) (7195,2665) (7252,2676) (7310,2679) (7365,2715) | overflowToLeft=false
Stranglethorn Vale (6941,7685) (6886,7743) (6944,7742) (7008,7671) (7005,7728) (6883,7685) (7093,7642) (7101,7554) (7014,7534) (7037,7590) (6981,7593) (6917,7625) (6829,7812) (6885,7812) (6943,7801) | overflowToLeft=false
Stratholme (8042,1702) (8101,1767) (8041,1771) (8106,1703) (8144,1643) (8083,1604) (8022,1614) (7971,1671) (7980,1728) (8165,1701) (8161,1765) (8222,1723) (8218,1783) (8278,1754) (8295,1810) | overflowToLeft=false
Sun Rock Retreat (1365,3884) (1308,3813) (1308,3869) (1364,3826) (1364,3768) (1307,3756) (1251,3746) (1250,3802) (1250,3859) (1194,3756) (1194,3812) (1138,3742) (1377,3711) (1433,3720) (1422,3776) (1420,3834) (1420,3889) (1238,3916) (1294,3924) (1350,3941) (1407,3944) (1237,3973) (1293,3979) (1349,3996) (1405,3999) (1464,3944) (1460,4000) (1294,4034) | overflowToLeft=false
Sungraze Peak (7814,1633) (7756,1656) (7813,1691) (7871,1621) (7871,1679) (7927,1624) (7813,1576) (7756,1596) (7697,1591) (7662,1656) (7727,1711) (7698,1766) (7871,1562) (7756,1770) | overflowToLeft=false
Tainted Mountains (1739,2363) (1794,2363) (1699,2307) (1754,2306) (1810,2305) (1682,2362) (1833,2248) (1775,2248) (1719,2249) (1675,2418) (1732,2418) (1789,2418) (1682,2474) (1738,2474) (1794,2473) | overflowToLeft=false
Tainted Scar (7789,7152) (7729,7213) (7727,7153) (7790,7226) (7752,7094) (7692,7093) (7726,7033) (7666,7032) (7845,7175) (7850,7235) | overflowToLeft=false
Talondeep Path (1946,3584) (1889,3597) (2001,3591) (1832,3631) (1832,3687) (1775,3708) (1775,3652) (1890,3540) (1947,3527) (2004,3534) (1832,3574) (2059,3531) (2057,3585) (2003,3647) (1945,3641) (1888,3654) (1718,3682) (1945,3698) | overflowToLeft=false
Tanaris (3100,7372) (3157,7346) (3099,7313) (3157,7402) (3100,7429) (3042,7366) (3041,7308) (3012,7250) (3075,7251) (3155,7287) (3214,7333) (3214,7389) (3271,7351) (3271,7409) (2985,7331) (3329,7356) (3328,7412) (3386,7355) | overflowToLeft=false
Tanaris Mountains (3148,7660) (3090,7628) (3147,7602) (3207,7655) (3204,7597) (3151,7542) (3207,7539) (3150,7484) (3213,7455) (3263,7511) (3262,7596) (3090,7686) (3146,7719) (3203,7723) (3147,7776) (3206,7780) (3182,7835) | overflowToLeft=false
Tarren Mill (7186,2841) (7132,2899) (7188,2899) (7246,2831) (7316,2766) (7255,2746) (7194,2756) (7137,2786) (7107,2842) (7045,2897) (7074,2954) (7131,2955) (7187,2959) (7245,2893) (7244,2961) (7116,3011) (7203,3017) (7153,3064) | overflowToLeft=false
Teldrassil (620,840) | overflowToLeft=false
Teldrassil Eastern Coast (1842,1099) (1788,1152) (1883,1153) (1812,1045) (1866,1045) (1896,1099) (1920,1021) (1829,1206) (1855,991) (1909,967) (1963,967) (1876,1260) (1822,1260) (1921,913) (1975,913) (1655,1296) (1863,1314) (1809,1314) (1755,1333) (1896,859) (1701,1350) (1821,1368) (1767,1387) | overflowToLeft=false
Teldrassil North Eastern Coast (1912,536) (1858,518) (1964,590) (1910,590) (1912,482) (1856,607) (1839,464) (1959,644) (1802,645) (1905,661) (1785,482) (1785,428) (1839,410) (1960,698) (1749,374) (1906,715) (1731,495) (1803,356) (1967,752) (1731,320) (1913,769) (1859,771) | overflowToLeft=false
Teldrassil North Western Coast (752,243) (805,297) (751,297) (735,189) (789,189) (697,307) (843,152) (792,351) (643,351) (789,135) (738,361) (881,206) (897,107) (806,405) (684,405) (630,405) (752,415) (576,418) (935,161) (951,99) (646,459) (592,472) (989,153) (538,503) (1043,122) (1043,176) (1097,159) | overflowToLeft=false
Teldrassil Northern Coast (1444,160) (1390,181) (1390,127) (1497,214) (1444,106) (1498,115) (1336,201) (1336,147) (1551,169) (1565,223) (1282,242) (1282,188) (1282,134) (1605,145) (1614,277) (1619,199) (1247,299) (1228,245) (1228,191) (1228,137) (1668,253) (1673,195) (1174,124) | overflowToLeft=false
Teldrassil Southern Coast (686,1336) (632,1355) (632,1301) (739,1390) (686,1282) (685,1409) (596,1247) (793,1351) (793,1405) (650,1228) (542,1255) (542,1201) (596,1193) (840,1459) (847,1349) (847,1403) (488,1220) (626,1139) (894,1457) (901,1374) (948,1428) (955,1370) | overflowToLeft=false
Teldrassil Western Coast (476,823) (422,836) (422,782) (529,877) (476,769) (475,890) (530,732) (572,931) (431,715) (518,944) (464,944) (584,682) (485,678) (496,998) (442,998) (539,628) (484,624) (496,1052) (442,1052) (593,591) (700,588) (538,574) (509,1106) (455,1106) | overflowToLeft=false
Temple of Arkkoran (4193,2897) (4230,2841) (4173,2838) (4157,2780) (4214,2780) (4270,2780) (4285,2838) (4250,2898) (4341,2812) (4339,2870) (4397,2862) (4249,2956) (4190,2954) (4132,2944) (4110,3001) (4170,3010) (4229,3017) | overflowToLeft=false
Temple of Atal Hakkar (8268,6740) (8314,6797) (8328,6732) (8209,6716) (8148,6684) (8206,6653) (8239,6592) (8264,6650) (8301,6558) (8341,6615) (8324,6675) (8383,6787) (8385,6846) (8441,6810) | overflowToLeft=false
Terror Run (2003,7064) (1989,7004) (2045,7003) (2062,7060) (1944,7061) (1928,6998) (2102,6998) (1870,6963) (1852,7019) (1885,7075) (1937,7125) (1994,7123) (2057,7118) (2039,7177) (2097,7176) (2141,7232) | overflowToLeft=false
Thandol Span (7717,3502) (7657,3560) (7659,3500) (7599,3499) (7599,3558) (7714,3561) (7708,3618) (7650,3617) (7593,3614) (7532,3620) (7630,3380) (7605,3439) (7663,3439) (7721,3442) (7775,3487) (7473,3632) (7560,3677) (7616,3692) (7675,3704) (7735,3707) | overflowToLeft=false
Thandol Strait (8302,3759) (8355,3813) (8312,3705) (8356,3759) (8366,3695) (8409,3813) (8409,3867) (8410,3749) (8420,3666) (8463,3807) (8463,3861) (8474,3653) | overflowToLeft=false
The Barrens (2632,4178) (2576,4236) (2574,4179) (2633,4234) (2634,4290) (2578,4291) (2689,4243) (2689,4186) (2629,4122) (2685,4105) (2743,4123) (2516,4181) (2519,4237) (2521,4296) (2459,4173) (2459,4230) (2463,4288) (2400,4184) (2402,4239) (2404,4294) (2415,4350) (2472,4351) | overflowToLeft=false
The Bay of Storms (3753,3225) (3696,3206) (3695,3261) (3752,3168) (3807,3135) (3809,3237) (3751,3280) (3693,3316) (3637,3300) (3638,3244) (3638,3188) (3692,3149) (3635,3131) (3582,3176) (3749,3336) (3691,3372) (3808,3292) (3864,3233) (3863,3110) (3920,3147) (3864,3171) (3921,3207) | overflowToLeft=false
The Bulwark (7157,2245) (7098,2283) (7219,2281) (7156,2303) (7097,2341) (7154,2361) (7214,2339) (7030,2254) (7023,2310) (7030,2365) (7280,2237) (7280,2297) (7095,2227) (7220,2223) (7270,2362) | overflowToLeft=false
The Burning Steppes (8278,5848) (8218,5876) (8303,5903) (8336,5848) (8347,5788) (8360,5727) (8344,5671) (8282,5674) (8301,5731) (8244,5732) (8287,5790) (8227,5791) (8169,5811) (8143,5868) (8236,5939) | overflowToLeft=false
The Charred Vale (1121,4067) (1008,4066) (1064,4042) (1177,4032) (1121,4011) (1065,3983) (1007,4008) (1177,3975) (1122,3955) (1065,3927) (1177,3918) (1123,3898) (1120,3842) (1178,3861) (951,4123) (1007,4121) (1063,4100) (1121,4123) (1177,4087) (1177,4142) (1063,4156) (1007,4177) (951,4179) (1119,4179) (951,4065) (1174,4199) | overflowToLeft=false
The Coil (7413,7059) (7366,7116) (7308,7117) (7326,7174) (7384,7172) (7421,7115) (7475,7076) (7487,7016) (7430,6995) (7374,6958) (7317,6958) (7356,7015) (7299,7056) (7357,7229) | overflowToLeft=false
The Comb (1350,7834) (1311,7889) (1293,7831) (1358,7774) (1300,7774) (1417,7771) (1409,7829) (1369,7893) (1254,7892) (1242,7770) (1235,7829) (1196,7889) (1138,7902) (1476,7759) (1474,7819) (1428,7887) (1485,7900) | overflowToLeft=false
The Dark Portal (7913,7040) (7853,7063) (7914,6961) (7855,6945) (7775,6906) (7849,7003) (7794,6964) (7971,6961) (7972,7017) (7910,7109) (7967,7102) (8026,7088) | overflowToLeft=false
The Deep Unknown (1981,7398) (1923,7452) (1983,7455) (1922,7394) (1941,7337) (1863,7444) (1864,7384) (1884,7323) (1805,7407) (1805,7349) (1749,7368) (1827,7291) (2039,7410) (2039,7477) (2095,7444) (2095,7506) (2151,7469) (2153,7524) | overflowToLeft=false
The Forlorn Ridge (3391,3415) (3447,3452) (3447,3395) (3390,3470) (3333,3490) (3334,3433) (3277,3423) (3221,3430) (3214,3373) (3163,3427) (3230,3315) (3286,3325) (3342,3275) (3380,3333) (3397,3276) (3436,3334) (3452,3278) (3507,3260) (3505,3316) (3502,3373) (3504,3428) (3563,3280) (3561,3336) | overflowToLeft=false
The Golden Plains (1993,4967) (1937,4925) (1937,4981) (1993,4909) (1936,4868) (1878,4845) (1880,4901) (1880,4958) (1821,4862) (1823,4920) (1882,5013) (1937,5038) (2049,4881) (2048,4936) (2104,4885) (2049,4993) (1993,5046) | overflowToLeft=false
The Great Lift (2405,6225) (2347,6200) (2406,6164) (2348,6140) (2289,6144) (2348,6080) (2291,6081) (2292,6021) (2351,6021) (2407,6104) (2464,6155) (2464,6214) (2520,6201) (2287,6200) (2289,5962) (2346,5962) (2289,6256) (2345,6261) (2402,6282) (2432,6338) | overflowToLeft=false
The Great Sunder (8392,4472) (8334,4508) (8333,4450) (8275,4478) (8275,4536) (8332,4566) (8392,4529) (8392,4414) (8412,4339) (8470,4340) (8450,4400) (8215,4478) (8217,4534) (8392,4585) | overflowToLeft=false
The Hatchery (1388,7569) (1331,7628) (1389,7627) (1329,7569) (1371,7511) (1428,7508) (1444,7565) (1448,7625) (1272,7587) (1270,7647) (1336,7688) (1392,7686) (1452,7686) (1365,7451) (1428,7450) (1366,7393) (1423,7390) (1486,7392) (1273,7704) (1488,7451) (1500,7509) (1507,7565) (1507,7624) (1510,7684) | overflowToLeft=false
The High Wilderness (1165,6201) (1106,6257) (1105,6195) (1167,6258) (1064,6133) (1123,6120) (1184,6132) (1244,6128) (1225,6187) (1224,6243) (1048,6249) (1049,6306) (1304,6128) (1285,6185) (1359,6122) (1343,6184) (1285,6241) | overflowToLeft=false
The Maelstrom (4898,4704) | overflowToLeft=false
The Merchant Coast (3273,4924) (3219,4977) (3219,4923) (3326,4978) (3273,4870) (3327,4870) (3327,4924) (3217,4869) (3272,5031) (3218,5031) (3165,4977) (3165,4923) (3380,4978) (3380,5032) (3326,5032) (3164,5032) (3381,4821) (3381,4875) (3163,4869) (3163,4815) (3434,4929) (3434,4983) (3110,5061) | overflowToLeft=false
The North Coast (6698,1714) (6644,1752) (6644,1698) (6751,1768) (6698,1660) (6752,1680) (6590,1759) (6590,1705) (6590,1651) (6805,1734) (6805,1788) (6536,1751) (6536,1697) (6859,1689) (6859,1743) (6482,1693) (6913,1679) (6913,1733) | overflowToLeft=false
The Oracle Glade (988,554) (1043,591) (1038,647) (984,610) (932,525) (928,582) (1043,533) (982,665) (1099,569) (1099,511) (1099,625) (1154,491) (1154,547) (1155,603) (1210,494) (1210,550) (1266,495) (1266,550) (986,497) (1041,476) (1212,607) | overflowToLeft=false
The Red Reaches (7980,7286) (7921,7317) (7979,7224) (8053,7198) (8037,7257) (8110,7213) (8096,7269) (7980,7343) (7918,7374) (7862,7327) (7860,7386) (7801,7370) (8036,7316) (8154,7271) | overflowToLeft=false
The Ruined Reaches (3705,3484) (3649,3468) (3647,3524) (3760,3470) (3816,3486) (3871,3510) (3704,3428) (3648,3412) (3591,3401) (3592,3456) (3592,3511) (3537,3456) (3535,3512) (3478,3520) (3702,3539) (3759,3525) (3815,3541) (3757,3580) (3871,3567) (3926,3535) | overflowToLeft=false
The Scuttle Coast (3703,4529) (3649,4487) (3756,4583) (3703,4475) (3757,4491) (3623,4433) (3595,4544) (3595,4490) (3810,4561) (3810,4615) (3756,4637) (3677,4421) (3827,4669) (3623,4379) (3773,4691) (3719,4691) (3677,4367) (3817,4745) (3763,4745) (3709,4745) (3645,4313) (3699,4313) (3808,4799) (3649,4541) | overflowToLeft=false
The Shimmeing Flats (3029,6584) (2970,6642) (3029,6643) (3090,6657) (3093,6597) (2969,6570) (2909,6616) (2900,6679) (2982,6710) (3043,6332) (2986,6358) (2934,6415) (2935,6474) (2993,6512) (3100,6354) (3156,6407) (3177,6465) (3116,6468) (3089,6535) (3152,6528) (3154,6586) (3149,6644) | overflowToLeft=false
The Shrine of Aessina (1524,3352) (1468,3364) (1411,3420) (1411,3364) (1467,3421) (1433,3476) (1488,3476) (1475,3531) (1522,3419) (1577,3411) (1580,3354) (1547,3293) (1603,3296) (1543,3474) (1531,3531) | overflowToLeft=false
The Sludge Fen (2839,3993) (2894,3961) (2895,4017) (2950,3935) (2950,3991) (2951,4047) (3006,3961) (3005,3903) (2946,3877) (2890,3904) (2834,3935) (2777,3923) (2719,3915) (2781,3979) (2723,3972) (2692,4032) (2750,4034) (2806,4049) (2817,4105) (2874,4074) | overflowToLeft=false
The Snowy Headlands (3797,2013) (3743,1995) (3850,2067) (3796,2067) (3797,1959) (3851,2000) (3724,1941) (3894,2121) (3840,2121) (3778,1905) (3701,1887) (3832,1852) (3904,2175) (3850,2175) (3755,1851) (3809,1798) (3854,2229) (3863,1759) (3800,2273) | overflowToLeft=false
The Stagnant Oasis (2717,4987) (2690,4930) (2746,4930) (2698,4873) (2753,4873) (2642,4874) (2627,4817) (2682,4817) (2738,4816) (2809,4837) (2809,4893) (2638,4760) (2633,4932) (2661,4987) (2801,4950) (2772,5005) (2714,5043) (2703,5100) | overflowToLeft=false
The Vile Reef (6527,7301) (6473,7351) (6473,7297) (6580,7355) (6581,7292) (6468,7243) (6526,7405) (6419,7304) (6634,7346) (6634,7400) (6580,7409) (6635,7264) (6414,7250) (6414,7196) (6468,7156) (6634,7454) (6526,7459) (6367,7142) (6688,7318) (6688,7372) (6580,7463) (6522,7133) (6442,7102) (6313,7159) (6742,7352) (6628,7517) | overflowToLeft=false
The Wyrmbog (3008,5902) (3067,5845) (3007,5842) (3067,5904) (2987,5783) (3046,5784) (3104,5783) (3080,5726) (3018,5726) (2961,5961) (3018,5961) (3078,5962) (2968,6018) (3025,6019) (3007,6074) | overflowToLeft=false
The Zoram Strand (1385,2932) (1440,2973) (1441,2917) (1328,2956) (1329,2898) (1384,2874) (1384,2988) (1328,3012) (1384,3044) (1497,2933) (1496,2989) (1272,2908) (1328,2841) (1271,2849) (1214,2886) (1383,2817) (1298,3050) (1442,3047) | overflowToLeft=false
Thelsamar (7868,4710) (7860,4652) (7918,4648) (7928,4707) (7801,4655) (7808,4713) (7759,4599) (7816,4582) (7874,4582) (7936,4585) (7998,4579) (7803,4772) (7863,4765) (7932,4764) (7854,4824) (7910,4830) (7969,4830) | overflowToLeft=false
Theramore Coast (3442,5665) (3495,5719) (3441,5719) (3393,5611) (3447,5611) (3504,5773) (3450,5773) (3380,5557) (3434,5557) (3396,5790) (3488,5512) (3410,5503) (3542,5468) (3240,5822) (3464,5458) (3518,5414) (3186,5824) | overflowToLeft=false
Theramore Isle (3355,5762) (3327,5688) (3285,5745) (3285,5629) (3267,5686) (3208,5678) (3225,5617) (3163,5592) (3103,5573) (3047,5536) (3102,5505) (3186,5534) (3163,5474) | overflowToLeft=false
Thistleshrub Valley (2526,7294) (2503,7350) (2560,7350) (2584,7293) (2467,7293) (2559,7233) (2501,7234) (2442,7235) (2408,7293) (2615,7235) (2554,7174) (2496,7174) (2446,7350) (2415,7408) (2470,7408) (2528,7408) | overflowToLeft=false
Thorium Point (7128,5185) (7072,5242) (7070,5182) (7130,5244) (7138,5126) (7011,5188) (7014,5243) (6997,5309) (7056,5307) (7080,5121) (7188,5213) (7245,5221) (7302,5222) (7188,5289) | overflowToLeft=false
Thorn Hill (2908,4466) (2852,4416) (2908,4407) (2963,4367) (2964,4422) (2964,4478) (2852,4472) (2906,4522) (2961,4534) (3019,4500) (2903,4578) (2849,4528) (2791,4521) (2794,4466) (2795,4409) (2737,4454) (3017,4569) | overflowToLeft=false
Thousand Needles (2159,6097) (2104,6036) (2101,6092) (2163,6040) (2053,5977) (2045,6035) (1994,5971) (2043,6093) (2010,6148) (2068,6153) (2218,6051) (2219,6110) (2124,6160) (2181,6167) (2224,6226) | overflowToLeft=false
Thrall Backpack (6483,268) (6537,268) (6591,268) (6645,268) (6699,268) (6483,322) (6537,322) (6591,322) (6645,322) (6699,322) (6483,376) (6537,376) (6591,376) (6645,376) (6699,376) (6483,430) (6537,430) (6591,430) (6645,430) (6699,430) (6483,484) (6537,484) (6591,484) (6645,484) (6699,484) (6483,538) (6537,538) (6591,538) (6645,538) (6699,538) (6483,592) (6537,592) (6591,592) (6645,592) (6699,592) (6483,646) (6537,646) (6591,646) (6645,646) (6699,646) | overflowToLeft=false
Thrall Levels (6143,299) (6143,334) (6143,369) (6143,404) (6143,439) (6143,474) (6143,509) (6143,544) | overflowToLeft=false
Thrall Mount (6143,577) | overflowToLeft=false
Thrall Origin Story (6201,575) (6201,605) (6291,575) (6291,605) | overflowToLeft=false
Thrall Ranged Weapon (6387,577) | overflowToLeft=false
Thunder Axe Fortress (940,4565) (882,4565) (933,4621) (876,4621) (820,4606) (825,4550) (764,4578) (768,4521) (799,4464) (854,4494) (910,4509) (967,4508) (996,4609) (856,4677) (912,4677) (1023,4515) (1079,4530) (1052,4598) | overflowToLeft=false
Thunder Bluff (1692,4641) (1640,4680) (1765,4670) (1697,4580) (1639,4608) (1698,4520) (1756,4534) (1816,4533) (1811,4593) (1820,4653) (1875,4541) (1867,4596) (1582,4644) (1537,4702) (1539,4761) (1595,4716) (1832,4710) (1856,4767) (1590,4835) (1647,4829) (1705,4837) (1652,4724) (1710,4722) (1770,4720) (1763,4826) (1755,4600) | overflowToLeft=false
Thunder Falls (6581,6201) (6523,6260) (6626,6139) (6567,6139) (6499,6131) (6516,6194) (6471,6072) (6437,6002) (6579,6261) (6650,6196) (6638,6254) | overflowToLeft=false
Thunder Ridge (3207,4178) (3151,4121) (3150,4177) (3195,4233) (3138,4233) (3207,4122) (3184,4065) (3127,4033) (3068,4054) (3094,4110) (3093,4165) (3082,4223) (3262,4158) (3251,4234) (3047,4279) (3103,4288) (3158,4289) (3215,4288) (3034,4335) (3090,4345) (3145,4345) (3201,4344) (3270,4289) | overflowToLeft=false
Thunderhorn Water Well (1654,4974) (1692,5031) (1633,5031) (1710,4974) (1750,5030) (1597,4975) (1638,4918) (1694,4916) (1750,4918) (1767,4970) (1575,5031) (1632,5087) (1689,5087) (1747,5088) (1650,5143) (1707,5144) (1581,4917) (1540,4974) (1574,5086) (1590,5143) (1807,5028) (1803,5084) | overflowToLeft=false
Thunderstrike Hills (8424,4125) (8483,4181) (8481,4066) (8402,4066) (8388,4001) (8344,3933) (8485,4121) (8425,4184) (8428,4241) (8497,4237) (8460,4296) (8529,4303) | overflowToLeft=false
Tidefall Inlet (3879,2451) (3825,2504) (3825,2450) (3932,2505) (3933,2422) (3823,2396) (3771,2536) (3771,2482) (3986,2476) (3987,2420) (3769,2428) (3853,2342) (3717,2543) (3717,2489) (4040,2474) (4041,2404) (3663,2566) (3663,2512) (4094,2458) (4095,2399) (4148,2453) (4149,2388) (4202,2442) | overflowToLeft=false
Tirisfal Coast (5797,2189) (5743,2242) (5743,2188) (5839,2243) (5797,2135) (5741,2134) (5785,2296) (5839,2297) (5795,2081) (5849,2078) (5785,2350) (5855,2351) (5780,2027) (5834,2024) (5888,2024) (5942,1994) (5801,2404) (5828,1970) (5882,1970) (5912,1916) | overflowToLeft=false
Tirisfal Glades (6501,2135) (6545,2193) (6560,2133) (6507,2076) (6450,2041) (6392,2028) (6435,2100) (6366,2085) (6324,2025) (6294,2085) (6482,2195) (6619,2142) (6604,2199) (6499,2254) (6555,2253) | overflowToLeft=false
Toothy Alps (3460,1514) (3492,1458) (3516,1513) (3403,1488) (3435,1432) (3491,1401) (3478,1569) (3533,1569) (3424,1625) (3480,1624) (3536,1625) (3379,1431) (3435,1376) (3347,1472) (3592,1576) (3592,1630) | overflowToLeft=false
Tower of Ilgalar (8024,6131) (8088,6179) (8081,6122) (8028,6188) (8001,6056) (8057,6064) (8055,6243) (8110,6238) (8064,6313) (8123,6297) | overflowToLeft=false
Tranquil Gardens Cemetary (7287,6708) (7258,6824) (7264,6765) (7353,6720) (7415,6722) (7329,6776) (7388,6778) (7316,6836) (7229,6697) (7171,6645) (7152,6702) (7177,6761) (7181,6819) (7196,6875) (7374,6843) | overflowToLeft=false
Tranquil Shore (8281,1198) (8227,1251) (8227,1197) (8301,1252) (8281,1144) (8335,1144) (8335,1198) (8173,1258) (8173,1204) (8389,1143) (8389,1197) (8403,1251) (8119,1277) (8119,1223) (8119,1169) (8443,1147) (8457,1201) (8457,1255) (8065,1167) | overflowToLeft=false
Twilight Cordillera (7033,6483) | overflowToLeft=false
Twilight Grove (6975,6602) (6991,6661) (7003,6545) (7062,6538) (7034,6602) (7090,6596) (7051,6662) | overflowToLeft=false
Twilight Highlands (8528,4537) (8472,4594) (8468,4532) (8533,4594) (8487,4474) (8548,4474) (8511,4399) (8574,4389) (8606,4445) (8605,4504) (8398,4658) (8464,4653) (8530,4651) (8428,4714) (8490,4714) | overflowToLeft=false
Twilight Post (1162,6808) (1104,6770) (1103,6829) (1160,6866) (1046,6717) (1044,6773) (1045,6829) (1161,6750) (1001,6888) (1059,6886) (1015,6947) (1072,6943) (1129,6923) (1020,7004) (1079,7002) (1136,6979) (1219,6768) (1221,6827) (1231,6886) (1193,6944) | overflowToLeft=false
Twin Colossals (932,5592) (819,5592) (875,5592) (838,5534) (781,5532) (761,5587) (745,5643) (800,5664) (895,5535) (952,5536) (988,5593) (1045,5579) (724,5527) (703,5583) (857,5715) (912,5728) (857,5657) (914,5671) (970,5652) (969,5707) (1082,5634) (1101,5577) (1025,5674) | overflowToLeft=false
Tyrs Hand (8717,2208) (8668,2326) (8728,2267) (8730,2324) (8775,2174) (8832,2182) (8785,2238) (8842,2240) (8648,2156) (8657,2213) (8596,2211) (8659,2269) (8599,2269) (8789,2298) (8851,2299) (8788,2357) (8847,2357) | overflowToLeft=false
Uldaman (8258,4957) (8201,5006) (8200,4949) (8259,5014) (8315,4951) (8318,5009) (8140,4955) (8142,5014) (8080,4961) (8085,5017) (8022,5042) (8200,4888) (8262,4889) (8322,4891) (8378,4874) (8436,4916) (8377,4929) (8377,4988) | overflowToLeft=false
Uldum (2637,7778) (2696,7737) (2694,7795) (2752,7713) (2754,7771) (2753,7831) (2575,7757) (2559,7699) (2500,7678) (2515,7756) (2456,7769) (2515,7813) (2573,7815) (2632,7835) (2635,7720) (2831,7692) (2811,7748) | overflowToLeft=false
Uldum Coast (2293,7848) (2239,7889) (2239,7835) (2346,7902) (2347,7832) (2225,7781) (2185,7859) (2400,7886) (2400,7940) (2401,7826) (2171,7805) (2171,7751) (2454,7880) (2454,7934) (2117,7836) (2117,7782) (2117,7728) (2504,7988) (2508,7883) (2063,7836) (2063,7782) (2063,7728) (2558,7937) | overflowToLeft=false
Uldum Mountains (2312,7615) (2272,7557) (2329,7558) (2369,7614) (2254,7614) (2388,7557) (2275,7499) (2333,7499) (2391,7499) (2232,7440) (2289,7441) (2348,7440) (2195,7588) (2135,7622) (2191,7647) (2250,7671) (2309,7674) (2318,7731) (2365,7669) (2426,7644) (2421,7700) (2376,7755) | overflowToLeft=false
Un Goro Northern Wall (2140,6338) (2199,6379) (2140,6394) (2198,6437) (2081,6435) (2080,6376) (2083,6318) (2138,6278) (2198,6321) (2080,6259) (2023,6397) (2008,6453) (2255,6354) (2256,6414) (2313,6374) (2312,6430) (2371,6416) | overflowToLeft=false
Un Goro South Western Wall (1777,7239) (1791,7178) (1831,7121) (1848,7180) (1834,7239) (1734,7169) (1719,7224) (1739,7294) (1674,7166) (1662,7223) (1893,7238) (1905,7177) (1952,7232) (2008,7212) | overflowToLeft=false
Un Goro Southern Wall (2184,7332) (2126,7313) (2127,7371) (2185,7391) (2241,7295) (2242,7351) (2068,7352) (2069,7290) (2009,7296) (2184,7275) (2299,7283) (2299,7349) | overflowToLeft=false
Un Goro Western Wall (1701,6966) (1642,6952) (1699,6907) (1641,6894) (1756,6862) (1756,6919) (1759,6975) (1662,7023) (1721,7031) (1779,7030) (1697,6850) (1639,6834) (1674,7088) (1732,7090) | overflowToLeft=false
Undercity (6776,2235) (6727,2290) (6843,2295) (6849,2231) (6725,2233) (6788,2167) (6847,2171) (6726,2171) (6665,2218) (6668,2275) (6606,2276) (6603,2332) (6665,2333) (6602,2389) (6664,2390) (6725,2369) (6783,2403) (6839,2365) (6907,2205) (6907,2262) (6901,2321) (6965,2242) (6960,2318) (6898,2382) (6959,2379) (6785,2294) | overflowToLeft=false
Upland Ridge (7121,2428) | overflowToLeft=false
